Unnamed: 0,Exp Count,Kill,Cluster,Label
646,0.166051464,3.697412608,0,Unknown
647,0.172775131,3.455502629,0,Unknown
648,0.113744162,3.568723085,0,Unknown
649,0.214285587,4.083330903,0,Unknown
650,0.13740446,3.916027097,0,Unknown
651,0.185022043,3.806167736,0,Unknown
652,0.134146276,3.743900613,0,Unknown
653,0.126050394,3.59243622,0,Unknown
654,0.171428694,3.700002643,0,Unknown
655,0.263999852,3.947997789,0,Unknown
656,0.101694898,3.737287502,0,Unknown
657,0.206896534,3.853447944,0,Unknown
658,0.211453763,3.740088435,0,Unknown
659,0.160714322,3.683036536,0,Unknown
660,0.132743386,3.809735188,0,Unknown
661,0.104651297,3.087213251,0,Unknown
662,0.110599129,3.552997029,0,Unknown
663,0.221675095,3.413796467,0,Unknown
664,0.192660648,3.784405579,0,Unknown
665,0.181395442,3.711629806,0,Unknown
666,0.184834263,3.668249227,0,Unknown
667,0.066371693,3.610620108,0,Unknown
668,0.165957433,3.880850734,0,Unknown
669,0.081081195,3.145950367,0,Unknown
670,0.1551724,3.931034144,0,Unknown
671,0.185022043,3.713656715,0,Unknown
672,0.045000052,3.480004002,0,Unknown
673,0.141891657,4.206074118,0,Unknown
674,0.18292674,3.829266425,0,Unknown
675,0.185184842,3.842585477,0,Unknown
676,0.092511021,3.845815317,0,Unknown
677,0.093750146,3.60938064,0,Unknown
678,0.158590322,3.779736016,0,Unknown
679,0.111111173,3.652779807,0,Unknown
680,0.113207622,3.721700571,0,Unknown
681,0.161435028,4.049328625,0,Unknown
682,0.192307668,3.641025174,0,Unknown
683,0.175675723,3.864865909,0,Unknown
684,0.181034467,3.788792777,0,Unknown
685,0.183452993,4.19783614,0,Unknown
686,0.210331855,3.985235147,0,Unknown
687,0.112499972,3.962499009,0,Unknown
688,0.172042789,4.376338439,0,Unknown
689,0.301158069,4.019301916,0,Unknown
690,0.1163793,3.672413477,0,Unknown
691,0.069124456,3.857144635,0,Unknown
692,0.157205247,3.72052418,0,Unknown
693,0.118226717,3.620693222,0,Unknown
694,0.158590322,3.674009134,0,Unknown
695,0.152542347,3.749999364,0,Unknown
696,0.080000021,3.640000971,0,Unknown
697,0.139240471,3.708859821,0,Unknown
698,0.122727312,3.695455721,0,Unknown
699,0.142241367,3.76293071,0,Unknown
700,0.15566048,4.117927248,0,Unknown
701,0.18604636,3.988368847,0,Unknown
702,0.208333449,3.888891049,0,Unknown
703,0.147541201,3.44262803,0,Unknown
704,0.146017725,3.969027251,0,Unknown
705,0.196506559,3.86462899,0,Unknown
706,0.141025623,4.051281532,0,Unknown
707,0.226666727,4.013334404,0,Unknown
708,0.149321321,3.705883694,0,Unknown
709,0.18090475,3.437190248,0,Unknown
710,0.271428765,3.657145469,0,Unknown
711,0.113744162,3.625595166,0,Unknown
